cot_conts_id,cot_conts_name,cot_img_main_url,cot_theme_sub_id,thm_theme_type,thm_conts_type,thm_coord_type,cot_addr_full_old,cot_addr_full_new,cot_coord_data,cot_coord_x,cot_coord_y,cot_tel_no,cot_conts_detail,cot_conts_stat,cot_extra_data_01,cot_extra_data_02,cot_name_01,cot_value_01,cot_name_02,cot_value_02,cot_name_03,cot_value_03,cot_name_04,cot_value_04,cot_name_05,cot_value_05,cot_name_06,cot_value_06,cot_name_07,cot_value_07,cot_name_08,cot_value_08,cot_name_09,cot_value_09,cot_name_10,cot_value_10,cot_name_11,cot_value_11,cot_name_12,cot_value_12,cot_name_13,cot_value_13,cot_name_14,cot_value_14,cot_name_15,cot_value_15,cot_name_16,cot_value_16,cot_name_17,cot_value_17,cot_name_18,cot_value_18,cot_name_19,cot_value_19,cot_name_20,cot_value_20,cot_coord_type,cot_line_pattern,cot_line_color,cot_line_weight,fillcolor,fillpattern,fillpatternsize,cot_movie_url,cot_voice_url,cot_nation_base_area,cot_nation_point_number,cot_conts_lan_type,cot_kw,cot_sub_cate_id,cot_sub_cate_name,최종기점주소,위도,경도
24D-4253,송파대로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 석촌동 296-12,서울특별시 송파구 송파대로 375,,,,,,Y,,,기점,나이키,종점,송파농협,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.127,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05697,다사65574472,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 송파대로 375,37.5169936,127.0974089
24D-4252,송파대로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 석촌동 290,서울특별시 송파구 송파대로 417,,,,,,Y,,,기점,현대자동차가락지점,종점,대영빌딩,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.234,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05686,다사65324507,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 송파대로 417,37.5169936,127.0974089
24D-4251,삼학사로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 잠실동 44,서울특별시 송파구 잠실로 88,,,,,,Y,,,기점,레이크팰리스A 132동 맞은편,종점,석촌호교차로(운동시설),자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.074,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05607,다사64424535,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 잠실로 88,37.5086288,127.0928603
24D-4250,도곡로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 잠실동 115,서울특별시 송파구 올림픽로4길 69,,,,,,Y,,,기점,아주중학교(울림픽로4길),종점,아주중학교(후문),자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.196,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05572,다사62634519,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 올림픽로4길 69,37.5074868,127.0745148
24D-4249,송파대로8길,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 장지동 847,서울특별시 송파구 충민로6길 14,,,,,,Y,,,기점,송파파인타운A 904동,종점,송파파인타운A 606동,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.588,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05812,다사67554246,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 충민로6길 14,37.4813771,127.1319817
24D-4248,송파대로8길,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 장지동 857,서울특별시 송파구 송파대로8길 10,,,,,,Y,,,기점,송파파인타운A 1302동,종점,파파인타운A 1102동,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.604,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05813,다사67094205,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 송파대로8길 10,37.4783815,127.1309355
24D-4247,송파대로6길,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 장지동 841-7,서울특별시 송파구 충민로2길 36,,,,,,Y,,,기점,장지교,종점,송파파인타운 1303동 맞은편,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.058,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05816,다사67044196,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 충민로2길 36,37.4766022,127.1275827
24D-4246,충민로6길,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 장지동 848,서울특별시 송파구 충민로6길 17,,,,,,Y,,,기점,아이코리아앞교차로,종점,사자교(위례동),자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.071,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05792,다사67714250,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 충민로6길 17,37.4813771,127.1319817
24D-4245,충민로6길,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 장지동 848,서울특별시 송파구 충민로6길 17,,,,,,Y,,,기점,르네상스영어도서관,종점,아이코리아보육교사교육원 ,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.309,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05792,다사67704252,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 충민로6길 17,37.4813771,127.1319817
24D-4244,충민로6길,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 장지동 837,서울특별시 송파구 새말로12길 16,,,,,,Y,,,기점,장수공원,종점,아이코리아보육교사교육원 건너편,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.335,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05811,다사67354255,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 새말로12길 16,37.4817746,127.1296383
24D-4243,충민로2길,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 장지동 857,서울특별시 송파구 송파대로8길 10,,,,,,Y,,,기점,임마누엘복지센터,종점,송파파인타운 13단지A 1303동,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.3,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05813,다사67104198,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 송파대로8길 10,37.4783815,127.1309355
24D-4242,충민로2길,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 장지동 840,서울특별시 송파구 충민로2길 8,,,,,,Y,,,기점,아우디매장,종점,해오름빌딩,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.326,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05816,다사67004231,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 충민로2길 8,37.4790043,127.1266403
24D-4241,충민로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 문정동 628,서울특별시 송파구 충민로 10,,,,,,Y,,,기점,가든파이브웨딩컨벤션,종점,가든파이브웍스,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.506,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05840,다사66264236,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 충민로 10,37.4781296,127.1195944
24D-4240,새말로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 문정동 622,서울특별시 송파구 충민로 5,,,,,,Y,,,기점,오벨리스크오피스텔,종점,푸르지오시티오피스텔,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.288,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05841,다사66304239,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 충민로 5,37.4801058,127.1192633
24D-4239,문정로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 문정동 227-1,서울특별시 송파구 송파대로 178-2,,,,,,Y,,,기점,문정역교차로,종점,성내4교,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),2.252,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05806,다사66654303,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 송파대로 178-2,37.5169936,127.0974089
24D-4238,석촌호수로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 잠실동 47,서울특별시 송파구 석촌호수로 197,,,,,,Y,,,기점,석촌호교차로(신동아로잔뷰A 맞은편),종점,석촌호수교차로(E1 LPG 충전소 맞은편),자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.59,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05608,다사64964557,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 석촌호수로 197,37.5085338,127.0873032
24D-4237,석촌호수로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 석촌동 1,서울특별시 송파구 삼학사로 100,,,,,,Y,,,기점,석촌호교차로(신동아로잔뷰A) ,종점,석촌호수교차로(E1 LPG 충전소),자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.57,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05612,다사64424529,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 삼학사로 100,37.5061957,127.0975384
24D-4236,잠실로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 신천동 29-1,서울특별시 송파구 잠실로 209,,,,,,Y,,,기점,롯데월드몰우측도로,종점,구.잠실우체국,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.1,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05552,다사65274614,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 잠실로 209,37.5140396,127.1065213
24D-4235,올림픽로35길,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 신천동 7-29,서울특별시 송파구 올림픽로35길 123,,,,,,Y,,,기점,향군타워,종점,더샵스타파크A,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.159,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05510,다사64714646,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 올림픽로35길 123,37.516488,127.101385
24D-4234,올림픽로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 풍납동 505-7,서울특별시 송파구 올림픽로 537,,,,,,Y,,,기점,풍납현대A 101동,종점,풍납현대A 106동,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.18,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05530,다사66434791,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 올림픽로 537,37.5173512,127.112162
24D-4233,올림픽로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 잠실동 40-1,서울특별시 송파구 올림픽로 240,,,,,,Y,,,기점,롯데월드주차장입구,종점,롯데호텔앞,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.475,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05554,다사64194591,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 올림픽로 240,37.5114987,127.0982387
24D-4232,올림픽로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 잠실동 51,,,,,,,Y,,,기점,아시아공원,종점,아시아공원 동측,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.157,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05572,다사62594585,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 잠실동 51,37.5122807,127.0855986
24D-4231,올림픽로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 잠실동 50-4,서울특별시 송파구 올림픽로4길 16,,,,,,Y,,,기점,정신여고,종점,정신여중,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.231,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05571,다사62124555,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 올림픽로4길 16,37.5088358,127.0723848
24D-4230,한가람로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 잠실동 19-4,서울특별시 송파구 백제고분로 11,,,,,,Y,,,기점,신천중학교,종점,리센츠A 261동,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),1.039,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05501,다사62664642,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 백제고분로 11,37.5158577,127.0784644
24D-4229,송파대로,/smgis2/file/ucimgs/conts/1657588761062/23D-4205_0_KOR.png,1-5,2,A,1,서울특별시 송파구 잠실동 39,서울특별시 송파구 올림픽로 196,,,,,,Y,,,기점,잠실역 3번출구,종점,잠실광역환승센터교차로,자전거도로의 종류,자전거보행자겸용도로(비분리형),총 연장(km),0.181,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#0070c0,5,#0000FF,0,24.0,,,05554|05553,다사64644603,KOR,,1-5,(A)비분리형 겸용도로,서울특별시 송파구 올림픽로 196,37.5115336,127.0890497
24D-3762,성내천로37길,/smgis2/file/ucimgs/conts/1657588761062/24D-3762_0_KOR.png,1-4,2,A,1,서울특별시 송파구 마천동 588,서울특별시 송파구 성내천로37길 37,"[[127.15881142275175,37.49808587113871],[127.15871377123327,37.49810248961717],[127.15837834131794,37.498163488778026],[127.15822843881759,37.498164181893884],[127.1579751252561,37.49820401008491],[127.15759314125978,37.49824008474328],[127.1573301032654,37.498241575447246],[127.15701485592126,37.49821812651899],[127.15640720983839,37.498122844351265],[127.1564115451337,37.498102576299196],[127.1559748700781,37.498038210042345],[127.15566547712199,37.49797195983443],[127.15535332379201,37.49789105361904],[127.15506379186216,37.4978113393364],[127.15492677785761,37.49777713809018],[127.1546639593944,37.49773130195857],[127.15440379814333,37.497722654228966]]",,,,,Y,,,기점,송파파크데일1단지A 남측 출입구,종점,마천금호어울림1차A 103동,자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),0.334,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,04526,다사69844436,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 성내천로37길 37,37.4976144,127.154989
24D-3761,성내천로37길,/smgis/ucimgs/conts/1657588761062/1657588761062_jimi0617_20240226163258_1.png,1-4,2,A,1,서울특별시 송파구 마천동 591,서울특별시 송파구 성내천로43마길 25,"[[127.15606351203866,37.497827774609036],[127.15665845398357,37.49791738810402],[127.15711914841889,37.497986328367126],[127.15743586041519,37.49799851422872],[127.1577031502109,37.49799478220036],[127.15808384721133,37.49793053587001],[127.15863152262524,37.49784198346524],[127.15875760489833,37.49779277277973],[127.15931664777771,37.49769185628915],[127.1597907604589,37.497608719849445],[127.1597949312482,37.49762450571107],[127.15989548678934,37.497590994142314],[127.15997213000347,37.497529246072126],[127.1600092290017,37.497456117113096],[127.16001393616696,37.49735360062826]]",,,,,Y,,,기점,성내천로43마길,종점,송파파크데일1단지A 115동 맞은편,자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),0.374,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,04526,다사69594434,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 성내천로43마길 25,37.4969221,127.1562508
24D-3760,성내천로43마길,/smgis/ucimgs/conts/1657588761062/1657588761062_jimi0617_20240226163225_1.png,1-4,2,A,1,서울특별시 송파구 마천동 606,서울특별시 송파구 감이남로 27,"[[127.15881,37.492844],[127.15871,37.49295],[127.158554,37.49309],[127.15838,37.49326],[127.15823,37.49341],[127.15818,37.493458],[127.158104,37.49358],[127.15805,37.493732],[127.15785,37.494274],[127.15782,37.494366],[127.157684,37.494858],[127.15767,37.495094],[127.15758,37.49543],[127.15757,37.49554],[127.15753,37.49569],[127.157455,37.495815],[127.15742,37.495964],[127.1573,37.49614],[127.15711,37.49632],[127.15683,37.496494],[127.156296,37.49715],[127.15607,37.49744],[127.15605,37.4975],[127.15601,37.49775],[127.15605505314112,37.49782212052276]]",,,,,Y,,,기점,감이남로,종점,성내천로37길(소마디자인그룹 건너편),자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),0.55,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05761,다사69834378,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 감이남로 27,37.4940517,127.1599459
24D-3403,천호대로,/smgis2/file/ucimgs/conts/1657588761062/23C-4501_0_KOR.png,1-4,2,A,1,서울특별시 강동구 천호동 460-15,서울특별시 강동구 선사로 4,,,,,,Y,,,기점,풍납토성,종점,풍납근린공원,자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),0.183,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05248,다사66484900,KOR,,1-4,(A)분리형 겸용도로,서울특별시 강동구 선사로 4,37.5532244,127.1245753
24D-3401,강동대로,/smgis2/file/ucimgs/conts/1657588761062/23C-4501_0_KOR.png,1-4,2,A,1,서울특별시 송파구 방이동 88-10,서울특별시 송파구 올림픽로 474,,,,,,Y,,,기점,올림픽공원북2문교차로(축구장),종점,서하남IC입구교차로,자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),1.182,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05540,다사67134720,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 올림픽로 474,37.5247552,127.1175205
24D-3400,거마로,/smgis2/file/ucimgs/conts/1657588761062/23C-4501_0_KOR.png,1-4,2,A,1,서울특별시 송파구 거여동 43-2,서울특별시 송파구 거마로 26,,,,,,Y,,,기점,헤이풍경,종점,거여역 3번출구,자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),0.198,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05768,다사68664406,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 거마로 26,37.4952679,127.1457125
24D-3399,거마로,/smgis2/file/ucimgs/conts/1657588761062/23C-4501_0_KOR.png,1-4,2,A,1,서울특별시 송파구 마천동 50-1,서울특별시 송파구 거마로 102,,,,,,Y,,,기점,대성골드클래스A앞,종점,초대성결교회,자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),0.26,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05745,다사68954479,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 거마로 102,37.4968606,127.1466103
24D-3398,거마로,/smgis2/file/ucimgs/conts/1657588761062/23C-4501_0_KOR.png,1-4,2,A,1,서울특별시 송파구 마천동 60-5,,,,,,,Y,,,기점,거여역 2번출구,종점,감일남로,자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),1.035,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05732|05745,다사69074501,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 마천동 60-5,37.49803,127.15167
24D-3397,위례성대로,/smgis2/file/ucimgs/conts/1657588761062/23C-4501_0_KOR.png,1-4,2,A,1,서울특별시 송파구 오금동 616,서울특별시 송파구 성내천로 6,,,,,,Y,,,기점,성내천,종점,송파레미니스1단지A 202동,자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),0.296,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05720,다사67844549,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 성내천로 6,37.5077041,127.135366
24D-3396,위례성대로,/smgis2/file/ucimgs/conts/1657588761062/23C-4501_0_KOR.png,1-4,2,A,1,서울특별시 송파구 방이동 89-20,서울특별시 송파구 양재대로 1178,,,,,,Y,,,기점,올림픽공원(선린동산),종점,올림픽공원(장미광장),자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),1.294,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05649,다사67174591,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 양재대로 1178,37.50172,127.1208409
24D-3395,위례성대로,/smgis2/file/ucimgs/conts/1657588761062/23C-4501_0_KOR.png,1-4,2,A,1,서울특별시 송파구 방이동 44-2,서울특별시 송파구 위례성대로 2,,,,,,Y,,,기점,올림픽공원교차로(장은빌딩),종점,올림픽선수기자촌아파트교차로(성보빌딩),자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),1.581,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05544,다사65774648,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 위례성대로 2,37.5152666,127.1194366
24D-3394,오금로32길,/smgis2/file/ucimgs/conts/1657588761062/23C-4501_0_KOR.png,1-4,2,A,1,서울특별시 송파구 송파동 162,서울특별시 송파구 오금로32길 14,,,,,,Y,,,기점,송파삼성래미안A 101동,종점,송파삼성래미안A 출입구,자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),0.112,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05672,다사66434514,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 오금로32길 14,37.5045187,127.1188784
24D-3393,오금로32길,/smgis2/file/ucimgs/conts/1657588761062/23C-4501_0_KOR.png,1-4,2,A,1,서울특별시 송파구 송파동 163-17,서울특별시 송파구 오금로32길 32,,,,,,Y,,,기점,한길빌딩,종점,KEB하나은행,자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),0.215,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05672,다사66314497,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 오금로32길 32,37.5038201,127.1193302
24D-3392,오금로32길,/smgis2/file/ucimgs/conts/1657588761062/23C-4501_0_KOR.png,1-4,2,A,1,서울특별시 송파구 송파동 168,서울특별시 송파구 송이로 45,,,,,,Y,,,기점,가락중학교,종점,가락삼익맨숀 211동,자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),0.371,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05673,다사66244490,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 송이로 45,37.4976311,127.1210496
24D-3391,오금로,/smgis2/file/ucimgs/conts/1657588761062/23C-4501_0_KOR.png,1-4,2,A,1,서울특별시 송파구 가락동 165,서울특별시 송파구 동남로 225,,,,,,Y,,,기점,래미안파크팰리스A 114동,종점,거여역 7번출구,자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),1.087,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05820,다사67484451,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 동남로 225,37.4978958,127.132256
24D-3390,오금로,/smgis2/file/ucimgs/conts/1657588761062/23C-4501_0_KOR.png,1-4,2,A,1,서울특별시 송파구 거여동 26-2,서울특별시 송파구 오금로 497,,,,,,Y,,,기점,덕림빌딩,종점,거여역교차로,자전거도로의 종류,자전거보행자겸용도로(분리형),총 연장(km),3.171,관리부서,송파구 도시교통과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,#00b050,5,#0000FF,0,24.0,,,05744,다사68534385,KOR,,1-4,(A)분리형 겸용도로,서울특별시 송파구 오금로 497,37.4935189,127.1443934
