순서,시설ID,컨텐츠 명,사용유무,테마 타입,x 좌표,y 좌표,좌표 배열,좌표타입,메인 이미지,새 주소,구 주소,우편번호,국가 지점 번호,테마 명,거리,업데이트 일,등록일,이미지 URL1,이미지 URL2,이미지 URL3,이미지 URL4,이미지 URL5,동영상 URL,음성파일 URL,평가 점수,평가자 인원,상세정보 이름 1,상세정보 값 1,상세정보 이름 2,상세정보 값 2,상세정보 이름 3,상세정보 값 3,상세정보 이름 4,상세정보 값 4,상세정보 이름 5,상세정보 값 5,상세정보 이름 6,상세정보 값 6,상세정보 이름 7,상세정보 값 7,상세정보 이름 8,상세정보 값 8,상세정보 이름 9,상세정보 값 9,상세정보 이름 10,상세정보 값 10
709,강동구_거치대_110,일반거치대,사용,일반,127.120199,37.52947393,"[127.1201990317594,37.52947393319187]",Point,,서울특별시 강동구 올림픽로 528,서울특별시 강동구 성내동 470,5398,다사66444786,(친환경)자전거 편의시설,14957.89188,2023-04-10 15:08,2023-04-10 15:08,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설|,"상세위치(예, OO동 주민센터)",농협중앙회/NH금융,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",35대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
710,강동구_거치대_109,일반거치대,사용,일반,127.1311965,37.52386178,"[127.13119651216859,37.52386178239842]",Point,,서울특별시 강동구 양재대로81길 60,서울특별시 강동구 성내동 445-6,5407,다사67414723,(친환경)자전거 편의시설,16160.40339,2023-04-10 15:05,2023-04-10 15:05,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|종교시설|,"상세위치(예, OO동 주민센터)",대순진리회 옆 광남밸라스타워오피스텔 앞 도로변,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",20대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
711,강동구_거치대_108,일반거치대,사용,일반,127.131151,37.52391347,"[127.13115098959219,37.52391346833122]",Point,,서울특별시 강동구 양재대로81길 60,서울특별시 강동구 성내동 445-6,5407,다사67404724,(친환경)자전거 편의시설,16154.70684,2023-04-10 15:01,2023-04-10 15:01,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|종교시설|,"상세위치(예, OO동 주민센터)",대순진리회 성내회관,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",5대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
712,강동구_거치대_107,일반거치대,사용,일반,127.1429384,37.54691852,"[127.14293835764876,37.54691851472754]",Point,,서울특별시 강동구 양재대로 1581,서울특별시 강동구 천호동 31-13,5307,다사68454979,(친환경)자전거 편의시설,16912.34803,2023-04-10 14:54,2023-04-10 14:54,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설|,"상세위치(예, OO동 주민센터)",커피그루나루 앞,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",8대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
713,강동구_거치대_106,일반거치대,사용,일반,127.1354815,37.526471,"[127.13548145877117,37.52647099637542]",Point,,서울특별시 강동구 양재대로 1349,서울특별시 강동구 성내동 450-41,5404,다사67794752,(친환경)자전거 편의시설,16514.23409,2023-04-10 14:51,2023-04-10 14:51,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설|,"상세위치(예, OO동 주민센터)",하나은행,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",20대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
714,강동구_거치대_105,일반거치대,사용,일반,127.1364753,37.52923221,"[127.13647530999089,37.52923221419289]",Point,,서울특별시 강동구 양재대로 1377,서울특별시 강동구 성내동 415-8,5376,다사67884783,(친환경)자전거 편의시설,16550.56509,2023-04-10 14:49,2023-04-10 14:49,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설|,"상세위치(예, OO동 주민센터)","우리은행, 이디야커피",설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",55대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
715,강동구_거치대_104,일반거치대,사용,일반,127.1415224,37.54236689,"[127.14152244760854,37.54236688741522]",Point,,서울특별시 강동구 양재대로 1535,서울특별시 강동구 천호동 50-15,5315,다사68334928,(친환경)자전거 편의시설,16824.35776,2023-04-10 14:46,2023-04-10 14:46,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|버스정류장|,"상세위치(예, OO동 주민센터)","올바른서울병원, 기아오토큐",설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",10대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
716,강동구_거치대_103,일반거치대,사용,일반,127.1420599,37.54359887,"[127.14205990943027,37.543598868082285]",Point,,서울특별시 강동구 양재대로 1543,서울특별시 강동구 천호동 45-8,5315,다사68384942,(친환경)자전거 편의시설,16862.19493,2023-04-10 14:43,2023-04-10 14:43,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|버스정류장|,"상세위치(예, OO동 주민센터)","스카이에듀학원, 진주빌딩",설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",15대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
717,강동구_거치대_102,일반거치대,사용,일반,127.1421993,37.54404771,"[127.14219926449378,37.544047714728755]",Point,,서울특별시 강동구 양재대로 1549,서울특별시 강동구 천호동 45-2,5315,다사68394947,(친환경)자전거 편의시설,16870.61953,2023-04-10 14:39,2023-04-10 14:39,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설|,"상세위치(예, OO동 주민센터)",CU 굽은다리점,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",10대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
718,강동구_거치대_101,일반거치대,사용,일반,127.1426176,37.54534017,"[127.14261759776194,37.54534017299923]",Point,,서울특별시 강동구 양재대로 1571,서울특별시 강동구 천호동 42,5314,다사68424961,(친환경)자전거 편의시설,16897.28041,2023-04-10 14:33,2023-04-10 14:33,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설 |,"상세위치(예, OO동 주민센터)",홈플러스 주차장 입구 벽면 (굽은다리역 1번출구에서 이설),설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",56대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
719,강동구_거치대_100,일반거치대,사용,일반,127.1440293,37.55021401,"[127.14402926660354,37.550214006596306]",Point,,서울특별시 강동구 양재대로 1622,서울특별시 강동구 명일동 324-3,5292,다사68555015,(친환경)자전거 편의시설,16990.67564,2023-04-07 16:54,2023-04-07 16:54,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,"기타|버스정류장 (윤순영옷가게, 와플대학)|","상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",10대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
720,강동구_거치대_099,일반거치대,사용,일반,127.1438285,37.54898981,"[127.14382848336692,37.548989812302636]",Point,,서울특별시 강동구 양재대로 1606,서울특별시 강동구 명일동 334-17,5295,다사68535002,(친환경)자전거 편의시설,16981.15614,2023-04-07 16:51,2023-04-07 16:51,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설 (그린알로에)|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",7대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
721,강동구_거치대_098,일반거치대,사용,일반,127.1437925,37.54881732,"[127.14379251152577,37.54881731971186]",Point,,서울특별시 강동구 양재대로 1604,서울특별시 강동구 명일동 334-18,5295,다사68535000,(친환경)자전거 편의시설,16979.12237,2023-04-07 16:50,2023-04-07 16:50,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,"기타|상업시설 (트레비스, 33미용실)|","상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",15대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
722,강동구_거치대_097,일반거치대,사용,일반,127.1436769,37.54812856,"[127.14367692176928,37.54812856128206]",Point,,서울특별시 강동구 양재대로 1596,서울특별시 강동구 명일동 335-3,5295,다사68524992,(친환경)자전거 편의시설,16973.97316,2023-04-07 16:47,2023-04-07 16:47,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,"기타|상업시설 (대신증권, 아름다운신경과의원)|","상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",10대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
723,강동구_거치대_096,일반거치대,사용,일반,127.1435154,37.54697434,"[127.14351543819608,37.54697433964285]",Point,,서울특별시 강동구 양재대로 1584,서울특별시 강동구 명일동 337-2,5295,다사68504979,(친환경)자전거 편의시설,16969.19078,2023-04-07 16:44,2023-04-07 16:44,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설 (상성디지털프라자)|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",20대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
724,강동구_거치대_095,일반거치대,사용,일반,127.1422193,37.54341457,"[127.14221927036914,37.54341457316902]",Point,,서울특별시 강동구 양재대로 1544,서울특별시 강동구 길동 335-6,5302,다사68394940,(친환경)자전거 편의시설,16880.26628,2023-04-07 16:41,2023-04-07 16:41,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|공공기관 (KT&G)|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",6대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
725,강동구_거치대_094,일반거치대,사용,일반,127.1405629,37.53887572,"[127.14056287216138,37.538875723363226]",Point,,서울특별시 강동구 양재대로 1490,서울특별시 강동구 길동 367-7,5343,다사68244889,(친환경)자전거 편의시설,16778.24187,2023-04-07 16:38,2023-04-07 16:38,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설 (다이소)|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",10대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
726,강동구_거치대_093,일반거치대,사용,일반,127.1379277,37.53138867,"[127.13792771714583,37.53138866662015]",Point,,서울특별시 강동구 양재대로 1404,서울특별시 강동구 둔촌동 487-10,5363,다사68004807,(친환경)자전거 편의시설,16648.7912,2023-04-07 16:35,2023-04-07 16:35,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설 (폴리파크)|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",5대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
727,강동구_거치대_027,일반거치대,사용,일반,127.1366224,37.52807442,"[127.1366224,37.528074422]",Point,,서울특별시 강동구 양재대로 1368-1,서울특별시 강동구 둔촌동 520-1,5409,다사67894770,(친환경)자전거 편의시설,16589.73484,2023-04-07 16:26,2023-04-04 15:56,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",30대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구 교통행정과,강동구 교통행정과
728,강동구_거치대_092,일반거치대,사용,일반,127.1376842,37.53083584,"[127.13768422119097,37.530835838541044]",Point,,서울특별시 강동구 양재대로 1396,서울특별시 강동구 둔촌동 487-7,5372,다사67984800,(친환경)자전거 편의시설,16635.90078,2023-04-07 16:04,2023-04-07 16:04,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,"기타|버스정류장 (동명약국앞 버스정류소, 바닐라PC방)|","상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",5대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
729,강동구_거치대_091,일반거치대,사용,일반,127.1340915,37.52285,"[127.13409154,37.522849999]",Point,,서울특별시 강동구 양재대로 1303,서울특별시 강동구 성내동 450-28,5408,다사67664712,(친환경)자전거 편의시설,16466.00955,2023-04-07 16:00,2023-04-07 15:59,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설 (상업시설)|상업시설 (상업시설)|상업시설 (상업시설)|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",10대 + 5대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과),강동구청 교통행정과)
730,강동구_거치대_090,일반거치대,사용,일반,127.1341877,37.52314775,"[127.13418769426906,37.52314774497057]",Point,,서울특별시 강동구 양재대로 1307,서울특별시 강동구 성내동 441,5408,다사67674715,(친환경)자전거 편의시설,16467.87914,2023-04-07 15:56,2023-04-07 15:56,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,"기타|상업시설 (문구센터, 삼천리자전거)|","상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",25대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
731,강동구_거치대_089,일반거치대,사용,일반,127.1343248,37.5234704,"[127.13432475173698,37.52347040500195]",Point,,서울특별시 강동구 양재대로 1311,서울특별시 강동구 성내동 450-44,5408,다사67684719,(친환경)자전거 편의시설,16473.15609,2023-04-07 15:53,2023-04-07 15:53,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,"기타|버스정류장 (아디다스, 성내동우체국)|","상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",10대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
732,강동구_거치대_087,일반거치대,사용,일반,127.1346039,37.52423742,"[127.13460393516881,37.52423742358006]",Point,,서울특별시 강동구 양재대로 1319,서울특별시 강동구 성내동 440,5408,다사67714727,(친환경)자전거 편의시설,16481.46875,2023-04-07 15:47,2023-04-07 15:47,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,"기타|상업시설 (이차돌, 강식당)|","상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",45대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
733,강동구_거치대_086,일반거치대,사용,일반,127.134682,37.52447202,"[127.13468201085044,37.52447201823151]",Point,,서울특별시 강동구 양재대로 1323,서울특별시 강동구 성내동 439-16,5405,다사67714730,(친환경)자전거 편의시설,16483.38131,2023-04-07 15:44,2023-04-07 15:44,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설 (GS칼텍스)|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",20대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
734,강동구_거치대_083,일반거치대,사용,일반,127.1349334,37.52513304,"[127.13493342501266,37.52513304044685]",Point,,서울특별시 강동구 양재대로 1329,서울특별시 강동구 성내동 439-13,5405,다사67744737,(친환경)자전거 편의시설,16492.0211,2023-04-07 15:34,2023-04-07 15:34,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,"기타|상업시설 (sky학원, 나이키)|","상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",24대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
735,강동구_거치대_082,일반거치대,사용,일반,127.1349617,37.52513538,"[127.13496170666177,37.52513538125904]",Point,,서울특별시 강동구 양재대로 1329,서울특별시 강동구 성내동 450-43,5405,다사67744737,(친환경)자전거 편의시설,16494.71366,2023-04-07 15:29,2023-04-07 15:29,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설 (즐거운연세치과의원)|,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",25대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
736,강동구_거치대_080,일반거치대,사용,일반,127.135199,37.52579185,"[127.13519900098012,37.52579185241216]",Point,,서울특별시 강동구 양재대로 1339,서울특별시 강동구 성내동 429-2,5405,다사67764745,(친환경)자전거 편의시설,16502.38827,2023-04-07 15:21,2023-04-07 15:21,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,"기타|상업시설 (빽다방, 김밥천국)|","상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",30대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
737,강동구_거치대_079,일반거치대,사용,일반,127.1334295,37.53585904,"[127.133429502,37.53585904]",Point,,서울특별시 강동구 천호대로 1095,서울특별시 강동구 천호동 565,5339,다사67614856,(친환경)자전거 편의시설,16123.59158,2023-04-07 15:15,2023-04-07 15:11,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,지하철역|,"상세위치(예, OO동 주민센터)","씨어터웨딩프라하, 강동역 2번 출구",설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",10대+10대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
738,강동구_거치대_078,일반거치대,사용,일반,127.1263299,37.53810145,"[127.12632988859501,37.53810144529758]",Point,,서울특별시 강동구 천호대로 1027,서울특별시 강동구 천호동 454-15,5329,다사66984881,(친환경)자전거 편의시설,15385.59936,2023-04-07 15:04,2023-04-07 15:04,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|상업시설|,"상세위치(예, OO동 주민센터)","올리브영, 서울내과의원",설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",19대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강공구청 교통행정과,강공구청 교통행정과
739,강동구_거치대_077,일반거치대,사용,일반,127.1270647,37.53828855,"[127.12706470340221,37.538288546131334]",Point,,서울특별시 강동구 천호대로157길 14,서울특별시 강동구 천호동 453-19,5335,다사67054883,(친환경)자전거 편의시설,15454.88311,2023-04-07 15:00,2023-04-07 15:00,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,기타|버스정류장|,"상세위치(예, OO동 주민센터)","스타벅스, 천호사우나찜질방",설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",27대,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,강동구청 교통행정과,강동구청 교통행정과
